PersonId,PersonFullName,PersonFirstName,PersonLastName,PersonType,PersonActiveFlag,PersonEmail,PersonPhone,PersonWWW
FM-1,George McKenna III,George,McKenna III,Board Member,1,,,
FM-2,Jackie Goldberg,Jackie,Goldberg,Board Member,1,,,
FM-3,Karen Ramirez,Karen,Ramirez,Student Board Member,1,,,
FM-4,Kelly Gonez,Kelly,Gonez,Board Member,1,,,
FM-5,Nick Melvoin,Nick,Melvoin,Board Member,1,,,
FM-6,Rocio Rivas,Rocio,Rivas,Board Member,1,,,
FM-7,Scott Schmerelson,Scott,Schmerelson,Board Member,1,,,
FM-8,Tanya Ortiz Franklin,Tanya Ortiz,Franklin,Board Member,1,,,
